group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(11),parallel_map-t4,1,1,elements,968841.0,ns,27
fibonacci(11),parallel_map-t4,1,1,elements,1944745.0,ns,54
fibonacci(11),parallel_map-t4,1,1,elements,2856143.0,ns,81
fibonacci(11),parallel_map-t4,1,1,elements,3814403.0,ns,108
fibonacci(11),parallel_map-t4,1,1,elements,4854766.0,ns,135
fibonacci(11),parallel_map-t4,1,1,elements,5989443.0,ns,162
fibonacci(11),parallel_map-t4,1,1,elements,6990612.0,ns,189
fibonacci(11),parallel_map-t4,1,1,elements,7854504.0,ns,216
fibonacci(11),parallel_map-t4,1,1,elements,8623272.0,ns,243
fibonacci(11),parallel_map-t4,1,1,elements,9736412.0,ns,270
fibonacci(11),parallel_map-t4,1,1,elements,12266375.0,ns,297
fibonacci(11),parallel_map-t4,1,1,elements,11776801.0,ns,324
fibonacci(11),parallel_map-t4,1,1,elements,12396054.0,ns,351
fibonacci(11),parallel_map-t4,1,1,elements,13436645.0,ns,378
fibonacci(11),parallel_map-t4,1,1,elements,15397072.0,ns,405
fibonacci(11),parallel_map-t4,1,1,elements,15416853.0,ns,432
fibonacci(11),parallel_map-t4,1,1,elements,16837469.0,ns,459
fibonacci(11),parallel_map-t4,1,1,elements,17555860.0,ns,486
fibonacci(11),parallel_map-t4,1,1,elements,19382307.0,ns,513
fibonacci(11),parallel_map-t4,1,1,elements,19872358.0,ns,540
fibonacci(11),parallel_map-t4,1,1,elements,20769726.0,ns,567
fibonacci(11),parallel_map-t4,1,1,elements,22131535.0,ns,594
fibonacci(11),parallel_map-t4,1,1,elements,23000645.0,ns,621
fibonacci(11),parallel_map-t4,1,1,elements,24488909.0,ns,648
fibonacci(11),parallel_map-t4,1,1,elements,24280978.0,ns,675
fibonacci(11),parallel_map-t4,1,1,elements,25618568.0,ns,702
fibonacci(11),parallel_map-t4,1,1,elements,26947092.0,ns,729
fibonacci(11),parallel_map-t4,1,1,elements,31015988.0,ns,756
fibonacci(11),parallel_map-t4,1,1,elements,29253054.0,ns,783
fibonacci(11),parallel_map-t4,1,1,elements,29236448.0,ns,810
fibonacci(11),parallel_map-t4,1,1,elements,31110727.0,ns,837
fibonacci(11),parallel_map-t4,1,1,elements,31697799.0,ns,864
fibonacci(11),parallel_map-t4,1,1,elements,33346388.0,ns,891
fibonacci(11),parallel_map-t4,1,1,elements,33845857.0,ns,918
fibonacci(11),parallel_map-t4,1,1,elements,35400012.0,ns,945
fibonacci(11),parallel_map-t4,1,1,elements,38818057.0,ns,972
fibonacci(11),parallel_map-t4,1,1,elements,35914277.0,ns,999
fibonacci(11),parallel_map-t4,1,1,elements,38205364.0,ns,1026
fibonacci(11),parallel_map-t4,1,1,elements,38609068.0,ns,1053
fibonacci(11),parallel_map-t4,1,1,elements,40767022.0,ns,1080
fibonacci(11),parallel_map-t4,1,1,elements,41157226.0,ns,1107
fibonacci(11),parallel_map-t4,1,1,elements,40983589.0,ns,1134
fibonacci(11),parallel_map-t4,1,1,elements,43178363.0,ns,1161
fibonacci(11),parallel_map-t4,1,1,elements,44136097.0,ns,1188
fibonacci(11),parallel_map-t4,1,1,elements,45037382.0,ns,1215
fibonacci(11),parallel_map-t4,1,1,elements,45045962.0,ns,1242
fibonacci(11),parallel_map-t4,1,1,elements,46309750.0,ns,1269
fibonacci(11),parallel_map-t4,1,1,elements,48195848.0,ns,1296
fibonacci(11),parallel_map-t4,1,1,elements,49153420.0,ns,1323
fibonacci(11),parallel_map-t4,1,1,elements,49637082.0,ns,1350
fibonacci(11),parallel_map-t4,1,1,elements,49952854.0,ns,1377
fibonacci(11),parallel_map-t4,1,1,elements,51663846.0,ns,1404
fibonacci(11),parallel_map-t4,1,1,elements,53270848.0,ns,1431
fibonacci(11),parallel_map-t4,1,1,elements,53950615.0,ns,1458
fibonacci(11),parallel_map-t4,1,1,elements,55995091.0,ns,1485
fibonacci(11),parallel_map-t4,1,1,elements,55895564.0,ns,1512
fibonacci(11),parallel_map-t4,1,1,elements,56921650.0,ns,1539
fibonacci(11),parallel_map-t4,1,1,elements,57865231.0,ns,1566
fibonacci(11),parallel_map-t4,1,1,elements,58865147.0,ns,1593
fibonacci(11),parallel_map-t4,1,1,elements,58754828.0,ns,1620
