group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(11),map,100,100,elements,1010926.0,ns,49
fibonacci(11),map,100,100,elements,1950139.0,ns,98
fibonacci(11),map,100,100,elements,2929857.0,ns,147
fibonacci(11),map,100,100,elements,4344639.0,ns,196
fibonacci(11),map,100,100,elements,4993638.0,ns,245
fibonacci(11),map,100,100,elements,5958020.0,ns,294
fibonacci(11),map,100,100,elements,6646790.0,ns,343
fibonacci(11),map,100,100,elements,7606098.0,ns,392
fibonacci(11),map,100,100,elements,8672129.0,ns,441
fibonacci(11),map,100,100,elements,10381121.0,ns,490
fibonacci(11),map,100,100,elements,10980939.0,ns,539
fibonacci(11),map,100,100,elements,11931998.0,ns,588
fibonacci(11),map,100,100,elements,13142761.0,ns,637
fibonacci(11),map,100,100,elements,13985820.0,ns,686
fibonacci(11),map,100,100,elements,14533642.0,ns,735
fibonacci(11),map,100,100,elements,15489422.0,ns,784
fibonacci(11),map,100,100,elements,16727362.0,ns,833
fibonacci(11),map,100,100,elements,18138695.0,ns,882
fibonacci(11),map,100,100,elements,19004869.0,ns,931
fibonacci(11),map,100,100,elements,19815770.0,ns,980
fibonacci(11),map,100,100,elements,20551864.0,ns,1029
fibonacci(11),map,100,100,elements,21363477.0,ns,1078
fibonacci(11),map,100,100,elements,22887795.0,ns,1127
fibonacci(11),map,100,100,elements,23957505.0,ns,1176
fibonacci(11),map,100,100,elements,24404822.0,ns,1225
fibonacci(11),map,100,100,elements,25678148.0,ns,1274
fibonacci(11),map,100,100,elements,27008022.0,ns,1323
fibonacci(11),map,100,100,elements,27876612.0,ns,1372
fibonacci(11),map,100,100,elements,28618926.0,ns,1421
fibonacci(11),map,100,100,elements,29547202.0,ns,1470
fibonacci(11),map,100,100,elements,31030909.0,ns,1519
fibonacci(11),map,100,100,elements,31282806.0,ns,1568
fibonacci(11),map,100,100,elements,32263405.0,ns,1617
fibonacci(11),map,100,100,elements,33801970.0,ns,1666
fibonacci(11),map,100,100,elements,34254026.0,ns,1715
fibonacci(11),map,100,100,elements,35182683.0,ns,1764
fibonacci(11),map,100,100,elements,36997119.0,ns,1813
fibonacci(11),map,100,100,elements,36946579.0,ns,1862
fibonacci(11),map,100,100,elements,38365323.0,ns,1911
fibonacci(11),map,100,100,elements,39993761.0,ns,1960
fibonacci(11),map,100,100,elements,39796392.0,ns,2009
fibonacci(11),map,100,100,elements,41846490.0,ns,2058
fibonacci(11),map,100,100,elements,42280997.0,ns,2107
fibonacci(11),map,100,100,elements,44073748.0,ns,2156
fibonacci(11),map,100,100,elements,44657085.0,ns,2205
fibonacci(11),map,100,100,elements,45058240.0,ns,2254
fibonacci(11),map,100,100,elements,46573777.0,ns,2303
fibonacci(11),map,100,100,elements,46921296.0,ns,2352
fibonacci(11),map,100,100,elements,48702470.0,ns,2401
fibonacci(11),map,100,100,elements,48551830.0,ns,2450
fibonacci(11),map,100,100,elements,50686426.0,ns,2499
fibonacci(11),map,100,100,elements,50790742.0,ns,2548
fibonacci(11),map,100,100,elements,52770867.0,ns,2597
fibonacci(11),map,100,100,elements,52707137.0,ns,2646
fibonacci(11),map,100,100,elements,54466214.0,ns,2695
fibonacci(11),map,100,100,elements,54730477.0,ns,2744
fibonacci(11),map,100,100,elements,56178006.0,ns,2793
fibonacci(11),map,100,100,elements,57242089.0,ns,2842
fibonacci(11),map,100,100,elements,57329265.0,ns,2891
fibonacci(11),map,100,100,elements,59407847.0,ns,2940
fibonacci(11),map,100,100,elements,59658297.0,ns,2989
fibonacci(11),map,100,100,elements,61270874.0,ns,3038
fibonacci(11),map,100,100,elements,61463478.0,ns,3087
fibonacci(11),map,100,100,elements,62884165.0,ns,3136
fibonacci(11),map,100,100,elements,63993120.0,ns,3185
fibonacci(11),map,100,100,elements,64661622.0,ns,3234
fibonacci(11),map,100,100,elements,66053107.0,ns,3283
fibonacci(11),map,100,100,elements,68063866.0,ns,3332
fibonacci(11),map,100,100,elements,68404697.0,ns,3381
fibonacci(11),map,100,100,elements,69094440.0,ns,3430
fibonacci(11),map,100,100,elements,70867775.0,ns,3479
fibonacci(11),map,100,100,elements,71031016.0,ns,3528
fibonacci(11),map,100,100,elements,72246355.0,ns,3577
fibonacci(11),map,100,100,elements,72748048.0,ns,3626
fibonacci(11),map,100,100,elements,74006242.0,ns,3675
fibonacci(11),map,100,100,elements,74305520.0,ns,3724
fibonacci(11),map,100,100,elements,75380098.0,ns,3773
fibonacci(11),map,100,100,elements,77220387.0,ns,3822
fibonacci(11),map,100,100,elements,77913993.0,ns,3871
fibonacci(11),map,100,100,elements,78504913.0,ns,3920
fibonacci(11),map,100,100,elements,79104050.0,ns,3969
fibonacci(11),map,100,100,elements,80487362.0,ns,4018
fibonacci(11),map,100,100,elements,81797637.0,ns,4067
fibonacci(11),map,100,100,elements,82920574.0,ns,4116
fibonacci(11),map,100,100,elements,83711788.0,ns,4165
fibonacci(11),map,100,100,elements,84262891.0,ns,4214
fibonacci(11),map,100,100,elements,85263528.0,ns,4263
fibonacci(11),map,100,100,elements,86840660.0,ns,4312
fibonacci(11),map,100,100,elements,88185143.0,ns,4361
fibonacci(11),map,100,100,elements,88770585.0,ns,4410
fibonacci(11),map,100,100,elements,89809019.0,ns,4459
fibonacci(11),map,100,100,elements,91103769.0,ns,4508
fibonacci(11),map,100,100,elements,91455513.0,ns,4557
fibonacci(11),map,100,100,elements,93628327.0,ns,4606
fibonacci(11),map,100,100,elements,94840403.0,ns,4655
fibonacci(11),map,100,100,elements,95104139.0,ns,4704
fibonacci(11),map,100,100,elements,96388397.0,ns,4753
fibonacci(11),map,100,100,elements,96368307.0,ns,4802
fibonacci(11),map,100,100,elements,98520226.0,ns,4851
fibonacci(11),map,100,100,elements,98993051.0,ns,4900
