group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(11),parallel_map-t2,100000,100000,elements,49420428.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49471294.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50318192.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49353024.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49252077.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,48695173.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49909143.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49441629.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49263574.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49260320.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,48801987.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49404701.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50218154.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50234870.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,51722182.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,55717825.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49690642.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49222458.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,59415860.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,51361505.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50473586.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50762352.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50516811.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49904596.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49880376.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50013000.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49983574.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50468564.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50257853.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50358717.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49970414.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50735246.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50201463.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49913449.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,48830878.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50363914.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,53465149.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,52224289.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,51533959.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50776046.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50136061.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,53177039.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49534071.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,50007923.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49491300.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,48985600.0,ns,3
fibonacci(11),parallel_map-t2,100000,100000,elements,49125218.0,ns,3
