group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(12),map,10000,10000,elements,49074715.0,ns,15
fibonacci(12),map,10000,10000,elements,49254197.0,ns,15
fibonacci(12),map,10000,10000,elements,49152163.0,ns,15
fibonacci(12),map,10000,10000,elements,49544295.0,ns,15
fibonacci(12),map,10000,10000,elements,49829665.0,ns,15
fibonacci(12),map,10000,10000,elements,50151268.0,ns,15
fibonacci(12),map,10000,10000,elements,49827164.0,ns,15
fibonacci(12),map,10000,10000,elements,49711507.0,ns,15
fibonacci(12),map,10000,10000,elements,50236164.0,ns,15
fibonacci(12),map,10000,10000,elements,48970397.0,ns,15
fibonacci(12),map,10000,10000,elements,48694249.0,ns,15
fibonacci(12),map,10000,10000,elements,49413800.0,ns,15
fibonacci(12),map,10000,10000,elements,48687488.0,ns,15
fibonacci(12),map,10000,10000,elements,49148248.0,ns,15
fibonacci(12),map,10000,10000,elements,49415639.0,ns,15
fibonacci(12),map,10000,10000,elements,49409340.0,ns,15
fibonacci(12),map,10000,10000,elements,48495722.0,ns,15
fibonacci(12),map,10000,10000,elements,49744215.0,ns,15
fibonacci(12),map,10000,10000,elements,49117205.0,ns,15
fibonacci(12),map,10000,10000,elements,49489273.0,ns,15
fibonacci(12),map,10000,10000,elements,48363734.0,ns,15
fibonacci(12),map,10000,10000,elements,49954285.0,ns,15
fibonacci(12),map,10000,10000,elements,48844480.0,ns,15
fibonacci(12),map,10000,10000,elements,49404149.0,ns,15
fibonacci(12),map,10000,10000,elements,48884388.0,ns,15
fibonacci(12),map,10000,10000,elements,49455346.0,ns,15
fibonacci(12),map,10000,10000,elements,48606409.0,ns,15
fibonacci(12),map,10000,10000,elements,49306124.0,ns,15
fibonacci(12),map,10000,10000,elements,48531145.0,ns,15
fibonacci(12),map,10000,10000,elements,49052885.0,ns,15
fibonacci(12),map,10000,10000,elements,48834790.0,ns,15
fibonacci(12),map,10000,10000,elements,49128164.0,ns,15
fibonacci(12),map,10000,10000,elements,48858770.0,ns,15
fibonacci(12),map,10000,10000,elements,48807372.0,ns,15
fibonacci(12),map,10000,10000,elements,49337019.0,ns,15
fibonacci(12),map,10000,10000,elements,49066573.0,ns,15
fibonacci(12),map,10000,10000,elements,48906477.0,ns,15
fibonacci(12),map,10000,10000,elements,49996848.0,ns,15
fibonacci(12),map,10000,10000,elements,49397433.0,ns,15
fibonacci(12),map,10000,10000,elements,50302680.0,ns,15
fibonacci(12),map,10000,10000,elements,50250659.0,ns,15
fibonacci(12),map,10000,10000,elements,50512668.0,ns,15
fibonacci(12),map,10000,10000,elements,51507416.0,ns,15
fibonacci(12),map,10000,10000,elements,51848744.0,ns,15
fibonacci(12),map,10000,10000,elements,49997595.0,ns,15
fibonacci(12),map,10000,10000,elements,48863567.0,ns,15
fibonacci(12),map,10000,10000,elements,48976309.0,ns,15
fibonacci(12),map,10000,10000,elements,49033908.0,ns,15
fibonacci(12),map,10000,10000,elements,49249924.0,ns,15
fibonacci(12),map,10000,10000,elements,48560607.0,ns,15
fibonacci(12),map,10000,10000,elements,48977650.0,ns,15
fibonacci(12),map,10000,10000,elements,53445706.0,ns,15
fibonacci(12),map,10000,10000,elements,49483191.0,ns,15
fibonacci(12),map,10000,10000,elements,48599266.0,ns,15
fibonacci(12),map,10000,10000,elements,49577023.0,ns,15
fibonacci(12),map,10000,10000,elements,48910401.0,ns,15
fibonacci(12),map,10000,10000,elements,49216621.0,ns,15
fibonacci(12),map,10000,10000,elements,48404834.0,ns,15
fibonacci(12),map,10000,10000,elements,49373712.0,ns,15
fibonacci(12),map,10000,10000,elements,48329687.0,ns,15
fibonacci(12),map,10000,10000,elements,49957960.0,ns,15
fibonacci(12),map,10000,10000,elements,49122260.0,ns,15
fibonacci(12),map,10000,10000,elements,50035080.0,ns,15
fibonacci(12),map,10000,10000,elements,50700838.0,ns,15
fibonacci(12),map,10000,10000,elements,53145329.0,ns,15
fibonacci(12),map,10000,10000,elements,50054625.0,ns,15
fibonacci(12),map,10000,10000,elements,49779273.0,ns,15
fibonacci(12),map,10000,10000,elements,49624646.0,ns,15
fibonacci(12),map,10000,10000,elements,50363465.0,ns,15
fibonacci(12),map,10000,10000,elements,50473765.0,ns,15
