group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(11),map,1,1,elements,842298.0,ns,3817
fibonacci(11),map,1,1,elements,1563574.0,ns,7634
fibonacci(11),map,1,1,elements,2361117.0,ns,11451
fibonacci(11),map,1,1,elements,3165936.0,ns,15268
fibonacci(11),map,1,1,elements,3945271.0,ns,19085
fibonacci(11),map,1,1,elements,4592971.0,ns,22902
fibonacci(11),map,1,1,elements,5223200.0,ns,26719
fibonacci(11),map,1,1,elements,6035289.0,ns,30536
fibonacci(11),map,1,1,elements,6996390.0,ns,34353
fibonacci(11),map,1,1,elements,7924655.0,ns,38170
fibonacci(11),map,1,1,elements,8639847.0,ns,41987
fibonacci(11),map,1,1,elements,9284942.0,ns,45804
fibonacci(11),map,1,1,elements,10247085.0,ns,49621
fibonacci(11),map,1,1,elements,11000802.0,ns,53438
fibonacci(11),map,1,1,elements,11668480.0,ns,57255
fibonacci(11),map,1,1,elements,12398972.0,ns,61072
fibonacci(11),map,1,1,elements,13387497.0,ns,64889
fibonacci(11),map,1,1,elements,14151379.0,ns,68706
fibonacci(11),map,1,1,elements,14623237.0,ns,72523
fibonacci(11),map,1,1,elements,15746157.0,ns,76340
fibonacci(11),map,1,1,elements,16452620.0,ns,80157
fibonacci(11),map,1,1,elements,16736018.0,ns,83974
fibonacci(11),map,1,1,elements,18199777.0,ns,87791
fibonacci(11),map,1,1,elements,18639865.0,ns,91608
fibonacci(11),map,1,1,elements,20016862.0,ns,95425
fibonacci(11),map,1,1,elements,20464388.0,ns,99242
fibonacci(11),map,1,1,elements,21105599.0,ns,103059
fibonacci(11),map,1,1,elements,22244862.0,ns,106876
fibonacci(11),map,1,1,elements,22844464.0,ns,110693
fibonacci(11),map,1,1,elements,23787454.0,ns,114510
fibonacci(11),map,1,1,elements,24593090.0,ns,118327
fibonacci(11),map,1,1,elements,25282540.0,ns,122144
fibonacci(11),map,1,1,elements,26104120.0,ns,125961
fibonacci(11),map,1,1,elements,27081514.0,ns,129778
fibonacci(11),map,1,1,elements,27687984.0,ns,133595
