group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(10),parallel_map-t4,1000,1000,elements,1204059.0,ns,6
fibonacci(10),parallel_map-t4,1000,1000,elements,2275683.0,ns,12
fibonacci(10),parallel_map-t4,1000,1000,elements,3352254.0,ns,18
fibonacci(10),parallel_map-t4,1000,1000,elements,4478177.0,ns,24
fibonacci(10),parallel_map-t4,1000,1000,elements,5706302.0,ns,30
fibonacci(10),parallel_map-t4,1000,1000,elements,6435062.0,ns,36
fibonacci(10),parallel_map-t4,1000,1000,elements,7384935.0,ns,42
fibonacci(10),parallel_map-t4,1000,1000,elements,8693660.0,ns,48
fibonacci(10),parallel_map-t4,1000,1000,elements,9362202.0,ns,54
fibonacci(10),parallel_map-t4,1000,1000,elements,10339195.0,ns,60
fibonacci(10),parallel_map-t4,1000,1000,elements,11495627.0,ns,66
fibonacci(10),parallel_map-t4,1000,1000,elements,13703889.0,ns,72
fibonacci(10),parallel_map-t4,1000,1000,elements,14644596.0,ns,78
fibonacci(10),parallel_map-t4,1000,1000,elements,16488325.0,ns,84
fibonacci(10),parallel_map-t4,1000,1000,elements,16114183.0,ns,90
fibonacci(10),parallel_map-t4,1000,1000,elements,17090682.0,ns,96
fibonacci(10),parallel_map-t4,1000,1000,elements,18481585.0,ns,102
fibonacci(10),parallel_map-t4,1000,1000,elements,19419723.0,ns,108
fibonacci(10),parallel_map-t4,1000,1000,elements,20363719.0,ns,114
fibonacci(10),parallel_map-t4,1000,1000,elements,21375086.0,ns,120
fibonacci(10),parallel_map-t4,1000,1000,elements,23291504.0,ns,126
fibonacci(10),parallel_map-t4,1000,1000,elements,24515351.0,ns,132
fibonacci(10),parallel_map-t4,1000,1000,elements,24725566.0,ns,138
fibonacci(10),parallel_map-t4,1000,1000,elements,25626755.0,ns,144
fibonacci(10),parallel_map-t4,1000,1000,elements,26832972.0,ns,150
fibonacci(10),parallel_map-t4,1000,1000,elements,28490533.0,ns,156
fibonacci(10),parallel_map-t4,1000,1000,elements,31114317.0,ns,162
fibonacci(10),parallel_map-t4,1000,1000,elements,32319143.0,ns,168
fibonacci(10),parallel_map-t4,1000,1000,elements,32570357.0,ns,174
fibonacci(10),parallel_map-t4,1000,1000,elements,33056194.0,ns,180
fibonacci(10),parallel_map-t4,1000,1000,elements,34253863.0,ns,186
fibonacci(10),parallel_map-t4,1000,1000,elements,35804319.0,ns,192
fibonacci(10),parallel_map-t4,1000,1000,elements,38127379.0,ns,198
fibonacci(10),parallel_map-t4,1000,1000,elements,38779994.0,ns,204
fibonacci(10),parallel_map-t4,1000,1000,elements,39339587.0,ns,210
fibonacci(10),parallel_map-t4,1000,1000,elements,41296154.0,ns,216
fibonacci(10),parallel_map-t4,1000,1000,elements,41617171.0,ns,222
fibonacci(10),parallel_map-t4,1000,1000,elements,42098224.0,ns,228
fibonacci(10),parallel_map-t4,1000,1000,elements,43261794.0,ns,234
fibonacci(10),parallel_map-t4,1000,1000,elements,44675602.0,ns,240
fibonacci(10),parallel_map-t4,1000,1000,elements,46360661.0,ns,246
fibonacci(10),parallel_map-t4,1000,1000,elements,45677131.0,ns,252
fibonacci(10),parallel_map-t4,1000,1000,elements,48531626.0,ns,258
fibonacci(10),parallel_map-t4,1000,1000,elements,48660530.0,ns,264
fibonacci(10),parallel_map-t4,1000,1000,elements,50817099.0,ns,270
fibonacci(10),parallel_map-t4,1000,1000,elements,51048718.0,ns,276
fibonacci(10),parallel_map-t4,1000,1000,elements,52724586.0,ns,282
fibonacci(10),parallel_map-t4,1000,1000,elements,53166060.0,ns,288
fibonacci(10),parallel_map-t4,1000,1000,elements,58360327.0,ns,294
fibonacci(10),parallel_map-t4,1000,1000,elements,61569320.0,ns,300
fibonacci(10),parallel_map-t4,1000,1000,elements,57504954.0,ns,306
fibonacci(10),parallel_map-t4,1000,1000,elements,58400241.0,ns,312
fibonacci(10),parallel_map-t4,1000,1000,elements,60927413.0,ns,318
fibonacci(10),parallel_map-t4,1000,1000,elements,69633825.0,ns,324
fibonacci(10),parallel_map-t4,1000,1000,elements,63767244.0,ns,330
fibonacci(10),parallel_map-t4,1000,1000,elements,69008079.0,ns,336
fibonacci(10),parallel_map-t4,1000,1000,elements,67149082.0,ns,342
fibonacci(10),parallel_map-t4,1000,1000,elements,64896262.0,ns,348
fibonacci(10),parallel_map-t4,1000,1000,elements,68827509.0,ns,354
fibonacci(10),parallel_map-t4,1000,1000,elements,66975712.0,ns,360
fibonacci(10),parallel_map-t4,1000,1000,elements,68916095.0,ns,366
fibonacci(10),parallel_map-t4,1000,1000,elements,71261130.0,ns,372
fibonacci(10),parallel_map-t4,1000,1000,elements,72353285.0,ns,378
fibonacci(10),parallel_map-t4,1000,1000,elements,71370620.0,ns,384
fibonacci(10),parallel_map-t4,1000,1000,elements,73323026.0,ns,390
fibonacci(10),parallel_map-t4,1000,1000,elements,73802792.0,ns,396
fibonacci(10),parallel_map-t4,1000,1000,elements,80736098.0,ns,402
fibonacci(10),parallel_map-t4,1000,1000,elements,84431734.0,ns,408
fibonacci(10),parallel_map-t4,1000,1000,elements,78660785.0,ns,414
fibonacci(10),parallel_map-t4,1000,1000,elements,78397574.0,ns,420
fibonacci(10),parallel_map-t4,1000,1000,elements,84383902.0,ns,426
fibonacci(10),parallel_map-t4,1000,1000,elements,81615352.0,ns,432
fibonacci(10),parallel_map-t4,1000,1000,elements,81717118.0,ns,438
fibonacci(10),parallel_map-t4,1000,1000,elements,82756887.0,ns,444
fibonacci(10),parallel_map-t4,1000,1000,elements,84959601.0,ns,450
fibonacci(10),parallel_map-t4,1000,1000,elements,84421689.0,ns,456
fibonacci(10),parallel_map-t4,1000,1000,elements,82767187.0,ns,462
fibonacci(10),parallel_map-t4,1000,1000,elements,85269767.0,ns,468
fibonacci(10),parallel_map-t4,1000,1000,elements,87151964.0,ns,474
fibonacci(10),parallel_map-t4,1000,1000,elements,87250615.0,ns,480
fibonacci(10),parallel_map-t4,1000,1000,elements,88433925.0,ns,486
fibonacci(10),parallel_map-t4,1000,1000,elements,90036840.0,ns,492
fibonacci(10),parallel_map-t4,1000,1000,elements,92365835.0,ns,498
fibonacci(10),parallel_map-t4,1000,1000,elements,92456912.0,ns,504
fibonacci(10),parallel_map-t4,1000,1000,elements,96208639.0,ns,510
fibonacci(10),parallel_map-t4,1000,1000,elements,97169739.0,ns,516
fibonacci(10),parallel_map-t4,1000,1000,elements,98239432.0,ns,522
fibonacci(10),parallel_map-t4,1000,1000,elements,100267909.0,ns,528
fibonacci(10),parallel_map-t4,1000,1000,elements,98934282.0,ns,534
fibonacci(10),parallel_map-t4,1000,1000,elements,100639543.0,ns,540
fibonacci(10),parallel_map-t4,1000,1000,elements,101012281.0,ns,546
fibonacci(10),parallel_map-t4,1000,1000,elements,102829075.0,ns,552
fibonacci(10),parallel_map-t4,1000,1000,elements,104211126.0,ns,558
fibonacci(10),parallel_map-t4,1000,1000,elements,106462987.0,ns,564
fibonacci(10),parallel_map-t4,1000,1000,elements,108450112.0,ns,570
fibonacci(10),parallel_map-t4,1000,1000,elements,106627090.0,ns,576
fibonacci(10),parallel_map-t4,1000,1000,elements,108589757.0,ns,582
fibonacci(10),parallel_map-t4,1000,1000,elements,111407401.0,ns,588
fibonacci(10),parallel_map-t4,1000,1000,elements,113858023.0,ns,594
fibonacci(10),parallel_map-t4,1000,1000,elements,117584130.0,ns,600
