group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(10),map,10000,10000,elements,1330024.0,ns,1
fibonacci(10),map,10000,10000,elements,2486416.0,ns,2
fibonacci(10),map,10000,10000,elements,3712713.0,ns,3
fibonacci(10),map,10000,10000,elements,5057535.0,ns,4
fibonacci(10),map,10000,10000,elements,6268535.0,ns,5
fibonacci(10),map,10000,10000,elements,7537577.0,ns,6
fibonacci(10),map,10000,10000,elements,8836980.0,ns,7
fibonacci(10),map,10000,10000,elements,10034238.0,ns,8
fibonacci(10),map,10000,10000,elements,11448563.0,ns,9
fibonacci(10),map,10000,10000,elements,12535277.0,ns,10
fibonacci(10),map,10000,10000,elements,13833587.0,ns,11
fibonacci(10),map,10000,10000,elements,15116842.0,ns,12
fibonacci(10),map,10000,10000,elements,16466863.0,ns,13
fibonacci(10),map,10000,10000,elements,17563412.0,ns,14
fibonacci(10),map,10000,10000,elements,18814107.0,ns,15
fibonacci(10),map,10000,10000,elements,20154834.0,ns,16
fibonacci(10),map,10000,10000,elements,21364989.0,ns,17
fibonacci(10),map,10000,10000,elements,22707359.0,ns,18
fibonacci(10),map,10000,10000,elements,23914473.0,ns,19
fibonacci(10),map,10000,10000,elements,25091758.0,ns,20
fibonacci(10),map,10000,10000,elements,26225984.0,ns,21
fibonacci(10),map,10000,10000,elements,27556509.0,ns,22
fibonacci(10),map,10000,10000,elements,29807929.0,ns,23
fibonacci(10),map,10000,10000,elements,30628628.0,ns,24
fibonacci(10),map,10000,10000,elements,32777290.0,ns,25
fibonacci(10),map,10000,10000,elements,33541897.0,ns,26
fibonacci(10),map,10000,10000,elements,41594391.0,ns,27
fibonacci(10),map,10000,10000,elements,34800739.0,ns,28
fibonacci(10),map,10000,10000,elements,38325555.0,ns,29
fibonacci(10),map,10000,10000,elements,42317618.0,ns,30
fibonacci(10),map,10000,10000,elements,39092051.0,ns,31
fibonacci(10),map,10000,10000,elements,45076694.0,ns,32
fibonacci(10),map,10000,10000,elements,43749131.0,ns,33
fibonacci(10),map,10000,10000,elements,42895629.0,ns,34
fibonacci(10),map,10000,10000,elements,49543608.0,ns,35
fibonacci(10),map,10000,10000,elements,43922926.0,ns,36
fibonacci(10),map,10000,10000,elements,50946663.0,ns,37
fibonacci(10),map,10000,10000,elements,49249622.0,ns,38
fibonacci(10),map,10000,10000,elements,51816723.0,ns,39
fibonacci(10),map,10000,10000,elements,52209773.0,ns,40
fibonacci(10),map,10000,10000,elements,54423234.0,ns,41
fibonacci(10),map,10000,10000,elements,54884799.0,ns,42
fibonacci(10),map,10000,10000,elements,58017140.0,ns,43
fibonacci(10),map,10000,10000,elements,57390038.0,ns,44
fibonacci(10),map,10000,10000,elements,61142530.0,ns,45
fibonacci(10),map,10000,10000,elements,58252905.0,ns,46
fibonacci(10),map,10000,10000,elements,59575021.0,ns,47
fibonacci(10),map,10000,10000,elements,63323153.0,ns,48
fibonacci(10),map,10000,10000,elements,61558260.0,ns,49
fibonacci(10),map,10000,10000,elements,62672927.0,ns,50
fibonacci(10),map,10000,10000,elements,65410895.0,ns,51
fibonacci(10),map,10000,10000,elements,64945789.0,ns,52
fibonacci(10),map,10000,10000,elements,66521798.0,ns,53
fibonacci(10),map,10000,10000,elements,66728108.0,ns,54
fibonacci(10),map,10000,10000,elements,67661555.0,ns,55
fibonacci(10),map,10000,10000,elements,71596459.0,ns,56
fibonacci(10),map,10000,10000,elements,71459302.0,ns,57
fibonacci(10),map,10000,10000,elements,71086604.0,ns,58
fibonacci(10),map,10000,10000,elements,72197451.0,ns,59
fibonacci(10),map,10000,10000,elements,74659698.0,ns,60
fibonacci(10),map,10000,10000,elements,76499491.0,ns,61
fibonacci(10),map,10000,10000,elements,77636604.0,ns,62
fibonacci(10),map,10000,10000,elements,78405769.0,ns,63
fibonacci(10),map,10000,10000,elements,79553937.0,ns,64
fibonacci(10),map,10000,10000,elements,80101933.0,ns,65
fibonacci(10),map,10000,10000,elements,82156688.0,ns,66
fibonacci(10),map,10000,10000,elements,83777497.0,ns,67
fibonacci(10),map,10000,10000,elements,84545473.0,ns,68
fibonacci(10),map,10000,10000,elements,85240175.0,ns,69
fibonacci(10),map,10000,10000,elements,91096727.0,ns,70
fibonacci(10),map,10000,10000,elements,87398270.0,ns,71
fibonacci(10),map,10000,10000,elements,89053243.0,ns,72
fibonacci(10),map,10000,10000,elements,89800507.0,ns,73
fibonacci(10),map,10000,10000,elements,92195179.0,ns,74
fibonacci(10),map,10000,10000,elements,99328348.0,ns,75
fibonacci(10),map,10000,10000,elements,100025003.0,ns,76
fibonacci(10),map,10000,10000,elements,96006007.0,ns,77
fibonacci(10),map,10000,10000,elements,96926041.0,ns,78
fibonacci(10),map,10000,10000,elements,96736373.0,ns,79
fibonacci(10),map,10000,10000,elements,98142462.0,ns,80
fibonacci(10),map,10000,10000,elements,99513050.0,ns,81
fibonacci(10),map,10000,10000,elements,102237403.0,ns,82
fibonacci(10),map,10000,10000,elements,101474787.0,ns,83
fibonacci(10),map,10000,10000,elements,104140086.0,ns,84
fibonacci(10),map,10000,10000,elements,104803857.0,ns,85
fibonacci(10),map,10000,10000,elements,106711508.0,ns,86
fibonacci(10),map,10000,10000,elements,109175805.0,ns,87
fibonacci(10),map,10000,10000,elements,109571790.0,ns,88
fibonacci(10),map,10000,10000,elements,113926415.0,ns,89
fibonacci(10),map,10000,10000,elements,111368112.0,ns,90
fibonacci(10),map,10000,10000,elements,112560651.0,ns,91
fibonacci(10),map,10000,10000,elements,115956877.0,ns,92
fibonacci(10),map,10000,10000,elements,117513416.0,ns,93
fibonacci(10),map,10000,10000,elements,117507391.0,ns,94
fibonacci(10),map,10000,10000,elements,118962376.0,ns,95
fibonacci(10),map,10000,10000,elements,122006250.0,ns,96
fibonacci(10),map,10000,10000,elements,121261269.0,ns,97
fibonacci(10),map,10000,10000,elements,123110048.0,ns,98
