group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(10),parallel_map-t4,100,100,elements,959613.0,ns,19
fibonacci(10),parallel_map-t4,100,100,elements,1980320.0,ns,38
fibonacci(10),parallel_map-t4,100,100,elements,3031186.0,ns,57
fibonacci(10),parallel_map-t4,100,100,elements,4929273.0,ns,76
fibonacci(10),parallel_map-t4,100,100,elements,4849143.0,ns,95
fibonacci(10),parallel_map-t4,100,100,elements,6391458.0,ns,114
fibonacci(10),parallel_map-t4,100,100,elements,7450673.0,ns,133
fibonacci(10),parallel_map-t4,100,100,elements,8295448.0,ns,152
fibonacci(10),parallel_map-t4,100,100,elements,9023440.0,ns,171
fibonacci(10),parallel_map-t4,100,100,elements,9724875.0,ns,190
fibonacci(10),parallel_map-t4,100,100,elements,10833420.0,ns,209
fibonacci(10),parallel_map-t4,100,100,elements,11586301.0,ns,228
fibonacci(10),parallel_map-t4,100,100,elements,13072519.0,ns,247
fibonacci(10),parallel_map-t4,100,100,elements,14403527.0,ns,266
fibonacci(10),parallel_map-t4,100,100,elements,14799132.0,ns,285
fibonacci(10),parallel_map-t4,100,100,elements,16148728.0,ns,304
fibonacci(10),parallel_map-t4,100,100,elements,16707592.0,ns,323
fibonacci(10),parallel_map-t4,100,100,elements,17809282.0,ns,342
fibonacci(10),parallel_map-t4,100,100,elements,19397529.0,ns,361
fibonacci(10),parallel_map-t4,100,100,elements,21097030.0,ns,380
fibonacci(10),parallel_map-t4,100,100,elements,21056236.0,ns,399
fibonacci(10),parallel_map-t4,100,100,elements,22043986.0,ns,418
fibonacci(10),parallel_map-t4,100,100,elements,24356540.0,ns,437
fibonacci(10),parallel_map-t4,100,100,elements,24388610.0,ns,456
fibonacci(10),parallel_map-t4,100,100,elements,25333585.0,ns,475
fibonacci(10),parallel_map-t4,100,100,elements,26711513.0,ns,494
fibonacci(10),parallel_map-t4,100,100,elements,29607228.0,ns,513
fibonacci(10),parallel_map-t4,100,100,elements,28899345.0,ns,532
fibonacci(10),parallel_map-t4,100,100,elements,29369887.0,ns,551
fibonacci(10),parallel_map-t4,100,100,elements,30814212.0,ns,570
fibonacci(10),parallel_map-t4,100,100,elements,31075351.0,ns,589
fibonacci(10),parallel_map-t4,100,100,elements,32233848.0,ns,608
fibonacci(10),parallel_map-t4,100,100,elements,32897134.0,ns,627
fibonacci(10),parallel_map-t4,100,100,elements,33731739.0,ns,646
fibonacci(10),parallel_map-t4,100,100,elements,35351246.0,ns,665
fibonacci(10),parallel_map-t4,100,100,elements,36073359.0,ns,684
fibonacci(10),parallel_map-t4,100,100,elements,37927828.0,ns,703
fibonacci(10),parallel_map-t4,100,100,elements,38112310.0,ns,722
fibonacci(10),parallel_map-t4,100,100,elements,39191987.0,ns,741
fibonacci(10),parallel_map-t4,100,100,elements,41951619.0,ns,760
fibonacci(10),parallel_map-t4,100,100,elements,43321962.0,ns,779
fibonacci(10),parallel_map-t4,100,100,elements,46098940.0,ns,798
fibonacci(10),parallel_map-t4,100,100,elements,44166923.0,ns,817
fibonacci(10),parallel_map-t4,100,100,elements,45829413.0,ns,836
fibonacci(10),parallel_map-t4,100,100,elements,45044845.0,ns,855
fibonacci(10),parallel_map-t4,100,100,elements,46712576.0,ns,874
fibonacci(10),parallel_map-t4,100,100,elements,47424332.0,ns,893
fibonacci(10),parallel_map-t4,100,100,elements,49106138.0,ns,912
fibonacci(10),parallel_map-t4,100,100,elements,50194497.0,ns,931
fibonacci(10),parallel_map-t4,100,100,elements,50520126.0,ns,950
fibonacci(10),parallel_map-t4,100,100,elements,56428905.0,ns,969
fibonacci(10),parallel_map-t4,100,100,elements,61895828.0,ns,988
fibonacci(10),parallel_map-t4,100,100,elements,53798488.0,ns,1007
fibonacci(10),parallel_map-t4,100,100,elements,54843490.0,ns,1026
fibonacci(10),parallel_map-t4,100,100,elements,54583261.0,ns,1045
fibonacci(10),parallel_map-t4,100,100,elements,55781032.0,ns,1064
fibonacci(10),parallel_map-t4,100,100,elements,57614746.0,ns,1083
fibonacci(10),parallel_map-t4,100,100,elements,60150052.0,ns,1102
fibonacci(10),parallel_map-t4,100,100,elements,59066313.0,ns,1121
fibonacci(10),parallel_map-t4,100,100,elements,60483320.0,ns,1140
fibonacci(10),parallel_map-t4,100,100,elements,60542100.0,ns,1159
fibonacci(10),parallel_map-t4,100,100,elements,63025755.0,ns,1178
fibonacci(10),parallel_map-t4,100,100,elements,65194316.0,ns,1197
fibonacci(10),parallel_map-t4,100,100,elements,66249904.0,ns,1216
