group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(11),map,10000,10000,elements,50998383.0,ns,25
fibonacci(11),map,10000,10000,elements,50314407.0,ns,25
fibonacci(11),map,10000,10000,elements,51314698.0,ns,25
fibonacci(11),map,10000,10000,elements,50571387.0,ns,25
fibonacci(11),map,10000,10000,elements,50920757.0,ns,25
fibonacci(11),map,10000,10000,elements,50619182.0,ns,25
fibonacci(11),map,10000,10000,elements,50818930.0,ns,25
fibonacci(11),map,10000,10000,elements,50580521.0,ns,25
fibonacci(11),map,10000,10000,elements,51102894.0,ns,25
fibonacci(11),map,10000,10000,elements,50759509.0,ns,25
fibonacci(11),map,10000,10000,elements,50999547.0,ns,25
fibonacci(11),map,10000,10000,elements,50309639.0,ns,25
fibonacci(11),map,10000,10000,elements,51059827.0,ns,25
fibonacci(11),map,10000,10000,elements,50602925.0,ns,25
fibonacci(11),map,10000,10000,elements,50988801.0,ns,25
fibonacci(11),map,10000,10000,elements,50441399.0,ns,25
fibonacci(11),map,10000,10000,elements,50848758.0,ns,25
fibonacci(11),map,10000,10000,elements,50694534.0,ns,25
fibonacci(11),map,10000,10000,elements,51027933.0,ns,25
fibonacci(11),map,10000,10000,elements,50270818.0,ns,25
fibonacci(11),map,10000,10000,elements,51194934.0,ns,25
fibonacci(11),map,10000,10000,elements,50104921.0,ns,25
fibonacci(11),map,10000,10000,elements,50932148.0,ns,25
fibonacci(11),map,10000,10000,elements,50104114.0,ns,25
fibonacci(11),map,10000,10000,elements,51138361.0,ns,25
fibonacci(11),map,10000,10000,elements,50905821.0,ns,25
fibonacci(11),map,10000,10000,elements,51065886.0,ns,25
fibonacci(11),map,10000,10000,elements,50389315.0,ns,25
fibonacci(11),map,10000,10000,elements,50629332.0,ns,25
fibonacci(11),map,10000,10000,elements,50560662.0,ns,25
fibonacci(11),map,10000,10000,elements,50718960.0,ns,25
fibonacci(11),map,10000,10000,elements,50755925.0,ns,25
fibonacci(11),map,10000,10000,elements,50853306.0,ns,25
fibonacci(11),map,10000,10000,elements,50369727.0,ns,25
fibonacci(11),map,10000,10000,elements,50715598.0,ns,25
fibonacci(11),map,10000,10000,elements,50354795.0,ns,25
fibonacci(11),map,10000,10000,elements,50758658.0,ns,25
fibonacci(11),map,10000,10000,elements,50571324.0,ns,25
fibonacci(11),map,10000,10000,elements,50742192.0,ns,25
fibonacci(11),map,10000,10000,elements,50052478.0,ns,25
fibonacci(11),map,10000,10000,elements,50666143.0,ns,25
fibonacci(11),map,10000,10000,elements,50361127.0,ns,25
fibonacci(11),map,10000,10000,elements,50635898.0,ns,25
fibonacci(11),map,10000,10000,elements,50207158.0,ns,25
fibonacci(11),map,10000,10000,elements,50838194.0,ns,25
fibonacci(11),map,10000,10000,elements,50363079.0,ns,25
fibonacci(11),map,10000,10000,elements,50790747.0,ns,25
fibonacci(11),map,10000,10000,elements,50103467.0,ns,25
fibonacci(11),map,10000,10000,elements,50705327.0,ns,25
fibonacci(11),map,10000,10000,elements,50587338.0,ns,25
fibonacci(11),map,10000,10000,elements,50528123.0,ns,25
fibonacci(11),map,10000,10000,elements,50071973.0,ns,25
fibonacci(11),map,10000,10000,elements,50759957.0,ns,25
fibonacci(11),map,10000,10000,elements,50421552.0,ns,25
fibonacci(11),map,10000,10000,elements,50678419.0,ns,25
fibonacci(11),map,10000,10000,elements,50914927.0,ns,25
fibonacci(11),map,10000,10000,elements,50778166.0,ns,25
fibonacci(11),map,10000,10000,elements,51107332.0,ns,25
fibonacci(11),map,10000,10000,elements,50925995.0,ns,25
fibonacci(11),map,10000,10000,elements,50091599.0,ns,25
fibonacci(11),map,10000,10000,elements,50670012.0,ns,25
fibonacci(11),map,10000,10000,elements,50687515.0,ns,25
fibonacci(11),map,10000,10000,elements,50778511.0,ns,25
fibonacci(11),map,10000,10000,elements,50341839.0,ns,25
fibonacci(11),map,10000,10000,elements,50721274.0,ns,25
fibonacci(11),map,10000,10000,elements,50479517.0,ns,25
fibonacci(11),map,10000,10000,elements,50832446.0,ns,25
fibonacci(11),map,10000,10000,elements,50177867.0,ns,25
fibonacci(11),map,10000,10000,elements,50632457.0,ns,25
fibonacci(11),map,10000,10000,elements,50046143.0,ns,25
fibonacci(11),map,10000,10000,elements,50797910.0,ns,25
fibonacci(11),map,10000,10000,elements,50218078.0,ns,25
fibonacci(11),map,10000,10000,elements,50810361.0,ns,25
fibonacci(11),map,10000,10000,elements,50513387.0,ns,25
fibonacci(11),map,10000,10000,elements,50694703.0,ns,25
fibonacci(11),map,10000,10000,elements,50343440.0,ns,25
fibonacci(11),map,10000,10000,elements,50970145.0,ns,25
fibonacci(11),map,10000,10000,elements,50424799.0,ns,25
fibonacci(11),map,10000,10000,elements,50956831.0,ns,25
fibonacci(11),map,10000,10000,elements,50402639.0,ns,25
fibonacci(11),map,10000,10000,elements,50727100.0,ns,25
fibonacci(11),map,10000,10000,elements,50038111.0,ns,25
fibonacci(11),map,10000,10000,elements,50785438.0,ns,25
fibonacci(11),map,10000,10000,elements,49800124.0,ns,25
fibonacci(11),map,10000,10000,elements,50838594.0,ns,25
fibonacci(11),map,10000,10000,elements,51472714.0,ns,25
fibonacci(11),map,10000,10000,elements,51263557.0,ns,25
fibonacci(11),map,10000,10000,elements,50527315.0,ns,25
fibonacci(11),map,10000,10000,elements,51693569.0,ns,25
fibonacci(11),map,10000,10000,elements,50465615.0,ns,25
fibonacci(11),map,10000,10000,elements,51304583.0,ns,25
fibonacci(11),map,10000,10000,elements,51036045.0,ns,25
fibonacci(11),map,10000,10000,elements,51359230.0,ns,25
fibonacci(11),map,10000,10000,elements,50485139.0,ns,25
fibonacci(11),map,10000,10000,elements,51206368.0,ns,25
fibonacci(11),map,10000,10000,elements,50842146.0,ns,25
fibonacci(11),map,10000,10000,elements,51260141.0,ns,25
fibonacci(11),map,10000,10000,elements,50316170.0,ns,25
fibonacci(11),map,10000,10000,elements,51100609.0,ns,25
fibonacci(11),map,10000,10000,elements,51352087.0,ns,25
