group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(11),parallel_map-t1,100000,100000,elements,59540356.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60009713.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60832893.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61002855.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61583305.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62816699.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60435831.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59962998.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59432368.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60539826.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60838431.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60813013.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60409071.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60496504.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60412517.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,63360700.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62831614.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62366720.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62921805.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62392654.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62421065.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62612271.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61613228.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61666337.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62017441.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61158419.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,63149821.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60975800.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60837947.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60987165.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61034612.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60452428.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61543890.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61131488.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59181886.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59142968.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59859778.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59147302.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,58803015.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59313081.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62092087.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59011768.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59059517.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59298086.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59734898.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59885615.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59335342.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60044705.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59531618.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61041725.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60362439.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59285043.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,59831828.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61661188.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61446098.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61538718.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,63034802.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62099177.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62800478.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62222813.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62600557.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61772439.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61690098.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61715497.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61431248.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62759854.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61697675.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,63101713.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61522937.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61517393.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62117632.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62567817.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61321106.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62150495.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,63806095.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61854146.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61209392.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62011825.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61979917.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61960221.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,63127535.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61382184.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61836129.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61698816.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61936591.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62173139.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62673490.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62878351.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62259548.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61314257.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,63987410.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62155276.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,64496622.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60936292.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61241153.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61176497.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,62587970.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,60889713.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,61012392.0,ns,2
fibonacci(11),parallel_map-t1,100000,100000,elements,63464493.0,ns,2
