group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci(10),parallel_map-t1,10000,10000,elements,50652508.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,51830828.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50887244.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,51515157.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,51513355.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50880473.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50757611.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,52149410.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,49664938.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,54543134.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50922273.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50569216.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,49822279.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50857381.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50261679.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,51045768.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50179789.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50588113.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50287017.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,51988608.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,51450112.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,51563385.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50102661.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50802637.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50407033.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,51608171.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50906988.0,ns,23
fibonacci(10),parallel_map-t1,10000,10000,elements,50608436.0,ns,23
